 0.63428129 0.09741152 0.06546145 0.19530184 0.17719183 0.08585299
 0.39313782 0.53596806 0.77029901 1.13760726 0.33720841 0.67302942
 0.83211047 0.31260085 1.72395863 1.96148394 1.98673735 1.05670501
 0.75757833 2.39545352 0.37087623 0.25935795 0.74175487 0.74907721
 0.74658564 0.05928394 0.80862652 1.98478777 0.37833638 1.34762462
 0.29484630 0.54690361 0.16149415 0.46314083 0.49456308 0.54530464
 0.26476507 0.62798169 0.62778208 0.21497327 0.32437715 0.10438743
 0.89067807 0.31358560 0.19214814 0.51653010 0.65126259 0.58598337
 1.89683490 0.14120111 0.25466590 0.74253695 1.46299697 0.77675168
 0.31916733 0.92619922 0.39679247 0.85225197 0.37069462 0.81119031
 0.87737622 0.72540805 0.25314644 0.16272797 0.57339632 0.49296959
 0.39659901 1.17329502 0.77578490 0.58124872 0.55959425 0.90049315
 0.22398531 1.10064166 0.62727280 0.57173353 0.59183601 1.29309274
 2.55836492 0.46599181 0.27666915 0.33064021 0.55015084 0.23410425
 0.65927927 1.01331977 0.31137724 0.90726209 1.71349160 0.57049797
 0.17594432 0.92702917 0.10301055 0.13680338 1.01521008 0.78587578
 0.70930357 0.52449641 0.66051631 0.95984550 0.37606768 0.83149883
 0.50753370 0.86007007 0.08967615 0.17022715 0.75167777 0.63770308
 0.36977101 0.79970542 0.31052883 0.82957268 0.48975183 0.73173482
 0.18432205 0.43349793 1.25914021 1.39014912 0.14227809 0.28692556
 0.98765011 0.73451771 0.03548014 1.32534633 0.69612133 0.90329553
 1.19239477 1.34355691 0.44658000 0.31132819 0.42326862 0.34329482
 0.44528771 0.51793469 0.26934044 0.25318346 0.37467987 0.41503396
 0.10603156 0.32931594 0.57678290 0.50575782 0.68780775 0.47562727
 0.05049719 0.12177697 1.41452799 0.46137236 0.02806220 0.69091721
 0.04267310 1.13242664 0.28866307 0.19112559 2.33708142 0.28552821
 0.59350974 0.25360734 0.05379185 0.26303600 0.11014714 0.47877314
 0.77974494 0.63105584 0.46126917 0.90012060 0.91286886 0.74029363
 0.32973273 0.15448140 1.06410312 0.10027355 0.48429590 1.04212417
 0.30325044 0.48697874 1.01657399 0.24446912 0.19592209 0.05779788
 1.38962060 0.76622937 0.66797569 0.30054807 0.20843228 0.67365569
 1.03721709 0.60695646 0.46282734 0.11045308 0.05120975 0.89626065
 1.45746224 1.01078205 0.29131666 0.44687271 0.77803093 0.15295097

